,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,mean_num_topics,serendipity_metric,diversity_metric,novelty_metric,timesteps,model,state
29,[2. 2. 3. ... 1. 0. 0.],0.014654112668664307,0.0,0.01866225577015282,0.004218432841763412,29.0,0.11654294803817604,0.9019441498762815,29.025052566077722,29,myopic_prob,train
30,[3. 1. 2. ... 0. 0. 0.],0.014654112668664307,0.5,0.01921155799988245,0.004191000650276396,30.0,0.09109225874867444,0.9021444562271712,28.051471693209212,30,myopic_prob,train
31,[5. 0. 3. ... 0. 0. 0.],0.014654112668664307,-1.0,0.01976687077159017,0.004180987678917622,31.0,0.08812301166489926,0.9047955696948276,29.558717773930358,31,myopic_prob,train
32,[2. 0. 2. ... 0. 0. 0.],0.014654112668664307,1.5,0.02037106218002176,0.004231813063515954,32.0,0.08176033934252386,0.9036290797690587,30.015818371845207,32,myopic_prob,train
33,[4. 0. 1. ... 1. 0. 0.],0.014654112668664307,-0.5,0.020923583671328565,0.004195165951972645,33.0,0.07932131495227995,0.9041475197360671,30.72354946676824,33,myopic_prob,train
34,[0. 2. 3. ... 1. 0. 0.],0.014654112668664307,0.0,0.0214581220711691,0.004211264112867753,34.0,0.05217391304347826,0.9022505007658773,29.232961446419996,34,myopic_prob,train
35,[1. 0. 0. ... 0. 0. 0.],0.014654112668664307,-0.5,0.0220262184799243,0.004187741134874255,35.0,0.0767762460233298,0.9028160716389774,29.558366015155627,35,myopic_prob,train
36,[2. 0. 0. ... 0. 0. 0.],0.014654112668664307,0.0,0.022571419926046506,0.004187915986638045,36.0,0.0005302226935312832,0.903723341581242,29.11745687723715,36,myopic_prob,train
37,[3. 0. 0. ... 1. 0. 0.],0.014654112668664307,0.0,0.023133255931670184,0.004226935008778124,37.0,0.0005302226935312832,0.9012607517379523,28.040147728907616,37,myopic_prob,train
38,[4. 0. 0. ... 0. 0. 0.],0.014654112668664307,0.0,0.02367974980495154,0.004235993258559339,38.0,0.0007423117709437964,0.9048544833274421,28.885205660041045,38,myopic_prob,train
39,[1. 1. 0. ... 1. 0. 0.],0.014654112668664307,0.0,0.024260098546681437,0.004175006355971049,39.0,0.056839872746553555,0.9016377989866856,27.61871800874325,39,myopic_prob,train
40,[0. 2. 0. ... 0. 0. 0.],0.014654112668664307,0.0,0.024805344901170912,0.004186261858005307,40.0,0.0005302226935312832,0.9040650406504067,30.320194350720815,40,myopic_prob,train
41,[0. 1. 2. ... 0. 0. 0.],0.014654112668664307,0.0,0.025344556963442972,0.004214047814841864,41.0,0.0004241781548250265,0.9033698597855545,27.100815314918233,41,myopic_prob,train
42,[3. 1. 1. ... 0. 0. 0.],0.014654112668664307,0.0,0.025952503753988023,0.004182385719347639,42.0,0.0,0.9015671026275481,29.086226385403144,42,myopic_prob,train
43,[0. 1. 1. ... 0. 0. 0.],0.014654112668664307,1.5,0.02647287411738917,0.004177679421652134,43.0,0.0,0.9056792741840463,29.490482289007577,43,myopic_prob,train
44,[1. 2. 0. ... 0. 0. 0.],0.014654112668664307,-0.5,0.027037470415917777,0.004231589469888793,44.0,0.0,0.9026275480146108,27.628037857019304,44,myopic_prob,train
45,[2. 1. 2. ... 0. 0. 0.],0.014654112668664307,0.0,0.02760426792718912,0.004202073370323053,45.0,0.0,0.9021798044067398,29.925438365077923,45,myopic_prob,train
46,[2. 2. 0. ... 1. 0. 0.],0.014654112668664307,-1.0,0.028154464150884233,0.004186862233973047,46.0,0.0,0.9018145398845293,27.54091026895292,46,myopic_prob,train
47,[2. 0. 3. ... 0. 0. 0.],0.014654112668664307,0.0,0.028696199471620196,0.004192166586595174,47.0,0.0,0.8986567691763876,28.73774359136049,47,myopic_prob,train
48,[2. 0. 1. ... 0. 0. 0.],0.014654112668664307,0.0,0.029222101929996646,0.004203548198529865,48.0,0.0,0.9032520325203253,28.525412955298293,48,myopic_prob,train
49,[1. 0. 1. ... 0. 0. 0.],0.014654112668664307,0.0,0.029770358951674875,0.004189119833295005,49.0,0.0,0.902014846235419,29.504941564174114,49,myopic_prob,train
50,[2. 1. 0. ... 0. 0. 0.],0.014654112668664307,0.5,0.0303110147761402,0.004182713566404765,50.0,0.0,0.9020384116884649,28.485034047763385,50,myopic_prob,train
51,[5. 0. 2. ... 0. 0. 0.],3.213794568982435,3.5,0.030428473707247716,0.0051741522735768855,51.0,0.0,0.9308943089430894,83.41128692181995,51,myopic_prob,run
52,[4. 0. 1. ... 0. 0. 0.],3.0942698050682185,-1.5,0.030609030144518937,0.004848276940879443,52.0,0.0,0.9220219158713328,58.901919529683845,52,myopic_prob,run
53,[10.  0.  0. ...  0.  0.  0.],3.0564616735837524,1.0,0.03070394945669117,0.004877311617834471,53.0,0.0,0.9264050901378581,72.98437480115456,53,myopic_prob,run
54,[3. 0. 0. ... 0. 0. 0.],2.98486437181829,-1.0,0.03082914708967836,0.004863007815139296,54.0,0.0,0.9249086838694475,64.78354880444024,54,myopic_prob,run
55,[6. 0. 0. ... 0. 0. 0.],2.9783187668442235,3.5,0.030866582928582936,0.005065736056377859,55.0,0.0,0.9346412159773773,95.80942062143009,55,myopic_prob,run
56,[12.  0.  1. ...  0.  0.  0.],2.9851556685103793,-0.5,0.030905081102206508,0.005050985646688645,56.0,0.0,0.9313184870979144,88.74711043733443,56,myopic_prob,run
57,[4. 0. 1. ... 0. 0. 0.],2.9242088243329905,-2.0,0.030989083590182518,0.0049887577607856054,57.0,0.0,0.9264522210439498,68.6761927658391,57,myopic_prob,run
58,[10.  0.  1. ...  0.  0.  0.],2.8988767144505405,0.0,0.03104244031565541,0.0050634761360147575,58.0,0.0,0.9286555909037352,78.48621082363269,58,myopic_prob,run
59,[5. 0. 0. ... 0. 0. 0.],2.8929380924248655,-0.5,0.031114217330273582,0.00481915329068178,59.0,0.0,0.9220454813243786,68.0594359971094,59,myopic_prob,run
60,[4. 0. 1. ... 0. 0. 0.],2.8956952985172526,1.5,0.031125381461178766,0.005153232923451174,60.0,0.0,0.9305290444208791,94.50545372985226,60,myopic_prob,run
61,[0. 0. 0. ... 0. 0. 0.],2.905290705909252,-1.0,0.031149814728353743,0.005104625873895998,61.0,0.0,0.9329209379050313,90.88278812293024,61,myopic_prob,run
62,[11.  0.  0. ...  0.  0.  0.],2.9367628758362168,3.0,0.031155820088867272,0.005213119072291932,62.0,0.0,0.9340285141981856,105.06436436046002,62,myopic_prob,run
63,[5. 0. 0. ... 0. 0. 0.],2.948410444619961,-1.5,0.03120216646035177,0.0048282672454496925,63.0,0.0,0.9257099092730059,69.72942546784033,63,myopic_prob,run
64,[18.  0.  2. ...  0.  0.  0.],2.9660362065350383,1.0,0.03122299659364852,0.005236778991711061,64.0,0.0,0.9319311888771061,90.59215120238518,64,myopic_prob,run
65,[7. 0. 0. ... 0. 0. 0.],2.9205204611799425,-5.0,0.03132359896221409,0.004815072706986142,65.0,0.0,0.9226581831035702,61.50171250188471,65,myopic_prob,run
66,[13.  0.  0. ...  0.  0.  0.],2.9505262333875084,5.0,0.03133022887395914,0.005216985926785129,66.0,0.0,0.9354424413809356,105.96223830391699,66,myopic_prob,run
67,[2. 0. 0. ... 0. 0. 0.],2.9694704363816213,-2.0,0.0313412158280934,0.005136823936467086,67.0,0.0,0.9311417462000707,92.04924973666321,67,myopic_prob,run
68,[1. 0. 0. ... 0. 0. 0.],2.9832321342845147,0.0,0.031376747723940474,0.005072378102361086,68.0,0.0,0.9322964533993168,87.507330689499,68,myopic_prob,run
69,[5. 0. 0. ... 1. 0. 0.],2.9240907601984065,-3.0,0.03147264595066549,0.0048801958982567645,69.0,0.0,0.9226110521974786,60.02456579208138,69,myopic_prob,run
70,[16.  0.  0. ...  0.  0.  0.],2.942547141663642,4.0,0.03147985224033028,0.005340691808891824,70.0,0.0,0.9375868976081064,105.55514265830567,70,myopic_prob,run
71,[6. 0. 0. ... 1. 0. 0.],2.896599296653212,-3.0,0.03155343362173331,0.004915144587966124,71.0,0.0,0.9210321668434076,60.03147496014248,71,myopic_prob,run
72,[12.  0.  0. ...  0.  0.  0.],2.9242056181136813,4.0,0.0315649050916718,0.005624375062828488,72.0,0.0,0.9384234711912337,127.09991945653597,72,myopic_prob,run
73,[15.  0.  0. ...  0.  0.  0.],2.946870483175353,1.0,0.03157266979886562,0.005250930379373195,73.0,0.0,0.9353717450217982,102.01905243068019,73,myopic_prob,run
74,[2. 0. 0. ... 0. 0. 0.],2.9653760782910945,-3.0,0.03157400266970611,0.0054846166669685415,74.0,0.0,0.9391893484152234,112.91937361917118,74,myopic_prob,run
75,[2. 0. 0. ... 0. 0. 0.],2.9867483321167474,1.5,0.03158747304015346,0.00502509849490209,75.0,0.0,0.9313538352774833,86.76231801437996,75,myopic_prob,run
