,interaction_histogram,mse,user_mse,recall_at_k,interaction_spread,inter_cluster_interaction_similarity,intra_cluster_interaction_similarity,diversity_metric,inter_cluster_rec_similarity,intra_cluster_rec_similarity,serendipity_metric,novelty_metric,timesteps,state,model
40,[0. 1. 0. ... 0. 0. 0.],0.9764870220980985,"[0.94902833 0.83345322 1.15252947 0.95813276 1.01312773 0.8956534
 0.96067495 0.92718911 0.95236793 0.9579686  0.96471828 0.95515262
 0.91687287 0.9472562  0.96808333 0.93173939 1.05396014 0.94547723
 0.95681103 1.05141938 0.96014205 0.96308448 0.95424758 0.94161701
 0.95445523 1.00051132 1.07001321 0.94906461 0.98610829 1.00117547
 1.0616624  0.95201382 1.02351298 0.868457   1.01752947 0.97291157
 0.94155611 0.83902388 1.01047438 0.98442908 0.97256182 0.94091498
 0.95198006 1.01649729 0.93879541 0.99501179 0.99914562 0.94447838
 0.9864706  0.96196921 0.93469345 0.96759376 0.97711508 0.96739109
 1.02658004 0.96482207 0.97377949 0.96796295 0.97462705 0.89704424
 1.0072785  1.13255521 1.04092168 0.92451448 0.94533666 0.96991307
 1.00021157 0.97359693 0.95070766 1.12003616 0.98929638 0.93649277
 0.9736424  1.01133282 1.01777671 1.04286549 1.05279205 0.94058644
 0.96620473 0.92672802 0.94853165 0.92789959 1.04181599 0.98362722
 0.92806841 0.97275548 0.96365735 0.94902753 0.98186092 0.9313721
 0.97801211 0.95898843 0.98454066 1.0195093  0.95001109 0.95652075
 1.11156045 0.96369527 0.94892552 1.12249237]",0.59,0.0,0.041731408153887484,0.06000460255473554,0.690222222222222,0.011413737193476655,0.03273253056216573,0.072,-0.8268863729390037,40,run,entropy
41,[0. 0. 0. ... 0. 0. 0.],0.9712873529949589,"[0.95018181 0.8356392  1.15232624 0.95430679 1.01531743 0.89553896
 0.96227856 0.92287243 0.94966034 0.95376511 0.95572891 0.9514845
 0.91904351 0.94652558 0.95460162 0.92810617 1.05446373 0.94882337
 0.95333086 1.02089567 0.96017974 0.96625249 0.95194468 0.94190671
 0.95214615 0.99526619 1.06989429 0.9460288  0.98254184 0.99161859
 1.058531   0.94957406 1.02381745 0.85655442 1.00938991 0.96995314
 0.93687581 0.83866568 1.01871021 0.9778755  0.94293917 0.94101095
 0.95666183 1.01218918 0.93616562 0.98919516 0.9945728  0.94438813
 0.96411442 0.96062162 0.93622012 0.96557784 0.97048342 0.96485381
 0.99687328 0.95983948 0.97151004 0.96979415 0.95170626 0.89295377
 1.00019218 1.13109243 1.03519249 0.92274669 0.94160797 0.97094655
 0.99952249 0.97089261 0.9486009  1.09216575 0.99688406 0.93281866
 0.96917866 1.00993846 1.01680364 1.00741892 1.05437512 0.93715139
 0.96288239 0.92170133 0.94685981 0.92576274 1.00717412 0.98014027
 0.92557628 0.96815802 0.95942388 0.94693247 0.98386709 0.92773503
 0.94337771 0.95340532 0.9817717  0.98739161 0.94442923 0.9553565
 1.11180382 0.96273683 0.94862013 1.10181158]",0.6,0.0,0.0423045587098594,0.06052791568369671,0.6823333333333332,0.012496529642689262,0.03172951722391841,0.066,-0.8460246081068231,41,run,entropy
42,[0. 0. 0. ... 0. 0. 0.],0.9651900057343116,"[0.94610186 0.83314761 1.12983502 0.9480747  1.01926752 0.8964623
 0.95741204 0.91940453 0.94481019 0.94649975 0.95297228 0.94954496
 0.91819615 0.94693674 0.94464822 0.92637001 1.01945616 0.94270886
 0.9515057  0.98466222 0.96159288 0.96566941 0.95038388 0.93963344
 0.95280794 0.99044578 1.03853471 0.94372237 0.9812731  0.99148626
 1.05894781 0.94582567 1.01520458 0.84753225 1.0029229  0.97006663
 0.93374535 0.84088572 1.01291425 0.97792167 0.9416552  0.93998098
 0.95993446 1.00531329 0.93150055 0.98326147 0.9806476  0.94025742
 0.95710147 0.96004533 0.93882309 0.96508662 0.96758745 0.95076074
 1.00196964 0.95828052 0.96981044 0.96897493 0.95252108 0.8823487
 0.99414257 1.11697132 1.03499295 0.9209888  0.93819915 0.9733515
 0.99665666 0.96468045 0.94620722 1.05963388 0.97925213 0.93104389
 0.96910368 1.00461499 1.0050391  0.96994337 1.05389132 0.93172987
 0.95996642 0.91633343 0.95137826 0.92594099 0.97685477 0.97734785
 0.92319924 0.96413989 0.95431144 0.94423717 0.9798692  0.92631776
 0.91956899 0.94859178 0.97190732 0.95175911 0.94168141 0.95142122
 1.10880965 0.96187497 0.95070493 1.06694757]",0.57,0.0,0.043305604142527085,0.061241298493562836,0.6912222222222222,0.011741722660105041,0.03230395519189719,0.055,-0.8614042590849205,42,run,entropy
43,[0. 1. 1. ... 0. 0. 0.],0.9593579264119663,"[0.94256744 0.83138859 1.0960514  0.94147428 0.98376496 0.88017105
 0.95607199 0.91718653 0.94531461 0.94494374 0.9544493  0.94897646
 0.91475237 0.94727786 0.9411642  0.92349832 0.98434562 0.94187671
 0.94939933 0.97157677 0.95497141 0.96027085 0.94752942 0.93713453
 0.94873316 0.98857379 1.00866098 0.94583458 0.97893216 0.99847077
 1.03515025 0.94596271 0.99341746 0.85264974 0.99520418 0.96660593
 0.93060603 0.83710177 1.00806047 0.96940128 0.93926141 0.94192484
 0.9627281  0.99661732 0.92671072 0.9781161  0.98022251 0.94178813
 0.95438169 0.96116822 0.93653734 0.96504479 0.96278043 0.94849101
 0.99648558 0.95264203 0.96425117 0.9640362  0.95374793 0.88229533
 0.99183747 1.09885118 1.03835841 0.92046944 0.93427587 0.96986414
 0.99316152 0.96147986 0.94232498 1.05907522 0.97878746 0.9291045
 0.96645228 1.00035231 0.99963377 0.94375291 1.02561352 0.93027855
 0.95788662 0.91357717 0.95415262 0.92191611 0.96123896 0.97655573
 0.9213969  0.95909561 0.95183451 0.94277789 0.97556364 0.92610906
 0.91704058 0.94064559 0.96675208 0.92117974 0.93893584 0.94865099
 1.08127656 0.96262548 0.95159258 1.03256113]",0.58,0.0,0.0439352653255939,0.06163074003343112,0.6879999999999997,0.013023621098843662,0.03360226403154513,0.042,-0.8780120637640875,43,run,entropy
44,[0. 0. 1. ... 0. 0. 0.],0.9538576535182902,"[0.9440882  0.82926825 1.0993282  0.93672429 0.96836796 0.8624978
 0.95686508 0.91641078 0.94098481 0.93864602 0.94697544 0.94602239
 0.91498019 0.94448465 0.9200173  0.92243865 0.95815725 0.93771549
 0.94918194 0.96914446 0.95634766 0.95571585 0.94389061 0.93457147
 0.94546144 0.9843033  0.97603065 0.94211074 0.97721145 0.99357315
 1.01644825 0.94582766 0.97110815 0.85230041 0.98820809 0.96081859
 0.92772047 0.83522518 1.00468171 0.96449814 0.93771359 0.94286394
 0.93091163 0.99168629 0.92169192 0.97009318 0.96404548 0.93925211
 0.95227906 0.96029943 0.93646211 0.95639615 0.95613459 0.92529201
 0.99278386 0.95024587 0.95825682 0.96230875 0.95585223 0.86547649
 0.98883657 1.07695588 1.03291521 0.91115594 0.93109394 0.9659685
 0.98740173 0.960573   0.9418735  1.0612505  0.97703942 0.92620123
 0.96398817 1.00362513 0.99680475 0.94831642 0.9936525  0.92878924
 0.95574232 0.91424027 0.94885529 0.91859715 0.96558663 0.96666131
 0.92098849 0.95753455 0.94954097 0.94143724 0.97485925 0.92659667
 0.91504629 0.93795177 0.96339619 0.92142613 0.92663143 0.94448373
 1.04618198 0.95861646 0.95240304 1.03414899]",0.59,-0.5,0.04433476811147371,0.06226744167292924,0.6756666666666665,0.012632851696217647,0.03330201169757025,0.028,-0.8954407559999175,44,run,entropy
45,[0. 0. 0. ... 0. 0. 0.],0.9489636458310591,"[0.94302421 0.82394275 1.098887   0.93301845 0.96847329 0.84282051
 0.95816435 0.91600615 0.94205509 0.93337524 0.94740924 0.94556813
 0.91446208 0.94315542 0.90818483 0.91933911 0.96238532 0.93586697
 0.94899307 0.96433731 0.95153536 0.95757252 0.94560797 0.93400636
 0.94525308 0.98211411 0.95759325 0.93776125 0.97732489 0.98900348
 0.98752159 0.94074324 0.9494243  0.84313322 0.9814261  0.95933566
 0.92591228 0.83308677 1.01147614 0.96135149 0.93588806 0.94509013
 0.92660715 0.98598481 0.91801858 0.96621702 0.96101131 0.93629542
 0.9512065  0.95898407 0.94160751 0.95371381 0.95436652 0.90428273
 0.99109209 0.94601162 0.95802873 0.95215478 0.95378827 0.8455659
 0.98580402 1.07370557 1.03219425 0.89662501 0.928112   0.95975959
 0.98575412 0.96049397 0.94126443 1.02758311 0.97542792 0.92192102
 0.9595624  0.99177405 0.99661953 0.95022881 0.99580332 0.92876789
 0.95195302 0.91288088 0.94699756 0.91679324 0.96070223 0.95538543
 0.90714483 0.95652271 0.94972475 0.94127332 0.96988651 0.92667185
 0.91150756 0.93620192 0.9613903  0.92443407 0.90796788 0.93289687
 1.00595361 0.95596989 0.94990108 0.99623747]",0.56,0.0,0.04468901407653379,0.06264574879641306,0.6742222222222221,0.012379872378249874,0.034734362995712795,0.022,-0.9128948335207774,45,run,entropy
46,[0. 0. 1. ... 0. 0. 0.],0.9436820955085051,"[0.94450655 0.82697014 1.07336114 0.93026005 0.97147029 0.82377498
 0.95975065 0.9154159  0.93864782 0.92788891 0.93993762 0.94686389
 0.91352565 0.93450685 0.88328941 0.91994663 0.96368176 0.93441731
 0.93333448 0.96232132 0.94988612 0.95295249 0.94533739 0.93207984
 0.94106069 0.98129216 0.95368881 0.9360392  0.97528183 0.98524133
 0.98907524 0.93712849 0.94763693 0.83877583 0.97449748 0.95482866
 0.92344605 0.83327167 1.00592167 0.95659084 0.93464211 0.94211828
 0.92497765 0.9835088  0.9171882  0.96276939 0.94227858 0.93316406
 0.95303709 0.95732107 0.93454359 0.95221684 0.95139154 0.88614103
 0.9859409  0.94466086 0.95775767 0.94145865 0.94871237 0.83125137
 0.97555385 1.0401433  1.02332921 0.88022539 0.92624524 0.95530992
 0.98225223 0.94352837 0.93968109 0.99213792 0.97350216 0.91962997
 0.95591399 0.98431483 0.99335707 0.94520681 1.00371223 0.91618409
 0.94982445 0.91180319 0.94178833 0.91607248 0.9609182  0.95347616
 0.89013572 0.95558811 0.94785695 0.94108852 0.96801724 0.92914168
 0.91003892 0.93409119 0.95965652 0.92329241 0.89386951 0.93183422
 1.00411488 0.95248253 0.94209341 0.95781323]",0.68,0.0,0.04567790597368693,0.06325664233015735,0.6762222222222221,0.01384527470822694,0.03396182504058706,0.007,-0.9291859601085508,46,run,entropy
47,[0. 0. 0. ... 0. 0. 0.],0.9381080391206457,"[0.94274822 0.82249724 1.05013869 0.92610856 0.96910116 0.79678083
 0.95769065 0.91350767 0.93498244 0.93278797 0.9317112  0.94437036
 0.91359891 0.93269561 0.88404402 0.92153012 0.96241032 0.93686166
 0.92119115 0.95954134 0.9447763  0.94769631 0.93216783 0.9303051
 0.93902502 0.97501895 0.95067172 0.93634366 0.96983479 0.98192495
 0.95770082 0.93626176 0.92150048 0.83446297 0.96922047 0.95290717
 0.91272556 0.83086418 1.00887513 0.95177185 0.93303081 0.94489735
 0.92298799 0.98090157 0.90676227 0.96136467 0.9238586  0.9316596
 0.95314644 0.95797475 0.93515799 0.95398703 0.94824348 0.88485703
 0.98745603 0.94258287 0.95490836 0.94026905 0.94657504 0.83291751
 0.95510471 1.01356309 1.02232452 0.86325275 0.92486293 0.95078619
 0.97784294 0.93265367 0.92537619 0.96806847 0.97129599 0.91825834
 0.95307994 0.97956469 0.99260344 0.94368045 0.97471077 0.89390647
 0.94870867 0.91017046 0.94010897 0.91719689 0.9578005  0.93332285
 0.87248172 0.95386656 0.94884297 0.93874734 0.96899608 0.92845451
 0.90803037 0.93641263 0.95230036 0.92584579 0.87728308 0.9299951
 0.9716456  0.95167801 0.94400958 0.95207873]",0.69,0.5,0.04659850572823503,0.06387824869988706,0.6732222222222219,0.013953192066404555,0.03433507799974684,0.005,-0.9463936304873048,47,run,entropy
48,[0. 0. 0. ... 0. 0. 0.],0.9331812992730582,"[0.93586478 0.82620349 1.05571559 0.92341407 0.96780004 0.77515806
 0.9568412  0.9051637  0.92932702 0.92853204 0.9263459  0.9442546
 0.91407081 0.93382037 0.85789603 0.92395421 0.96136591 0.93182675
 0.90577136 0.95836629 0.94434339 0.94556676 0.91661315 0.93016158
 0.94051966 0.97589064 0.95378589 0.93720362 0.96808049 0.97833687
 0.961291   0.93371492 0.89235916 0.83257788 0.96366458 0.95187203
 0.91441284 0.827705   1.00888022 0.94815752 0.93362866 0.94563289
 0.92064834 0.97685288 0.89432296 0.95723869 0.92365904 0.9297574
 0.95196448 0.95417001 0.93381607 0.95052096 0.9453359  0.85700144
 0.98560289 0.93719871 0.95059773 0.91948373 0.9449511  0.81192706
 0.93523537 1.01403071 1.02554812 0.84559514 0.91306461 0.94687117
 0.97514836 0.91920171 0.9251108  0.96423927 0.96976168 0.91680128
 0.95033019 0.9799475  0.99610139 0.9414303  0.944984   0.89644948
 0.94156638 0.9075179  0.93780667 0.9151129  0.95336077 0.91553182
 0.85265246 0.95154566 0.94953695 0.93051956 0.96762155 0.92594831
 0.90352213 0.93547546 0.9514755  0.92660131 0.85320724 0.92006877
 0.95916159 0.94963825 0.94739024 0.95187705]",0.57,-0.5,0.04732585528824769,0.06456140817617964,0.677333333333333,0.013778837764533923,0.035765141529008955,0.0,-0.9611522436736197,48,run,entropy
49,[0. 0. 0. ... 0. 0. 0.],0.9281100909720396,"[0.92247381 0.82759396 1.01587634 0.92065661 0.96835191 0.7741989
 0.95626745 0.89335945 0.92138923 0.93212149 0.91319688 0.94270075
 0.91609036 0.92013819 0.83179513 0.92675338 0.95986881 0.9280927
 0.88796869 0.959342   0.94417014 0.94163121 0.91637778 0.93077915
 0.93950303 0.97275371 0.95092674 0.93610513 0.96113632 0.97159834
 0.93045757 0.92832253 0.88160321 0.82835386 0.95675745 0.95062989
 0.90037519 0.82610129 1.00434421 0.93806071 0.93309586 0.94826962
 0.91462813 0.98120381 0.88599147 0.95560583 0.90295335 0.92606781
 0.95139579 0.95120108 0.9340518  0.94974552 0.94492691 0.83885147
 0.98158451 0.9355356  0.94884086 0.89971186 0.94670808 0.79444295
 0.93180554 0.98366257 1.0238122  0.82467496 0.91367417 0.94377539
 0.97178495 0.91775995 0.92335744 0.96292218 0.97004852 0.91657651
 0.94942356 0.9772303  0.9933442  0.94196991 0.94945692 0.88265471
 0.94071702 0.89992073 0.93506531 0.91441693 0.95463799 0.91513961
 0.85295306 0.94887434 0.94742345 0.92771774 0.96486847 0.92512142
 0.904941   0.9282484  0.94840079 0.92793629 0.83118397 0.90858334
 0.96111325 0.93618752 0.95035795 0.95623077]",0.53,0.0,0.04808689908531354,0.06544346101476305,0.673222222222222,0.01447174845785019,0.03485221775622012,0.0,-0.9762061100503409,49,run,entropy
50,[0. 0. 0. ... 0. 0. 0.],0.9214001569635389,"[0.90455583 0.82763481 0.97998504 0.92086129 0.96233443 0.77043565
 0.95171139 0.88035338 0.91362287 0.92660337 0.90926841 0.94194084
 0.91451328 0.90459073 0.81423265 0.92781301 0.96069892 0.92568154
 0.86451201 0.95986747 0.94174429 0.94315557 0.89872224 0.93014077
 0.93722801 0.97279186 0.94996116 0.92076651 0.95545493 0.96766063
 0.92460807 0.92198627 0.84974981 0.82100237 0.95507483 0.94819689
 0.88309923 0.82020868 1.00172395 0.93539889 0.93293135 0.93281218
 0.91543376 0.97891309 0.88608444 0.9538631  0.87875602 0.92352432
 0.95293843 0.9494089  0.92952535 0.95006273 0.94348279 0.81540692
 0.97720427 0.93172534 0.9475128  0.88244643 0.94545054 0.77767268
 0.92351674 0.95694783 1.01525563 0.80389417 0.91351839 0.94157749
 0.9664059  0.89220313 0.90767491 0.96171949 0.97049267 0.91613835
 0.94648756 0.97070858 0.9934907  0.945028   0.94163459 0.85941627
 0.92815117 0.88848788 0.934397   0.91421416 0.95467167 0.89783085
 0.83379574 0.94674306 0.95046605 0.92816353 0.96214385 0.92371465
 0.90534128 0.92953654 0.94672957 0.92874562 0.80787519 0.90997233
 0.95175992 0.92187529 0.94526726 0.9589754 ]",0.71,0.5,0.0489253445028481,0.06638184411359505,0.6793333333333331,0.01493479278843004,0.03593221798361057,0.0,-0.9902601683496925,50,run,entropy
51,[0. 0. 0. ... 0. 0. 0.],0.9157075434838563,"[0.88963249 0.82904189 0.98606605 0.91979029 0.95524734 0.76951594
 0.94793165 0.86528473 0.91176063 0.9264252  0.8944014  0.94242867
 0.9024531  0.90465737 0.80075332 0.92588531 0.95853826 0.92224191
 0.84242415 0.95903604 0.94098374 0.93952706 0.8794465  0.93150547
 0.93650262 0.97262514 0.94674601 0.92053869 0.95719631 0.96161073
 0.92265038 0.914982   0.82201472 0.81595602 0.94852206 0.95172117
 0.88494533 0.81960677 0.99480979 0.92388178 0.93324678 0.91480956
 0.91287381 0.97701093 0.8685267  0.9473748  0.85744217 0.92146665
 0.95061691 0.94679019 0.92919616 0.94730754 0.94233553 0.7996569
 0.97394211 0.93082929 0.94403135 0.88411965 0.94558131 0.77707889
 0.90132487 0.9477212  1.0093873  0.78318555 0.91293451 0.939313
 0.96359511 0.86866471 0.89043424 0.9660267  0.97026109 0.91418896
 0.93287093 0.96012779 0.9945475  0.94332532 0.94032149 0.86047249
 0.92843577 0.88502298 0.9305521  0.91633894 0.95145368 0.87255581
 0.81417038 0.94595245 0.94808775 0.91423922 0.96216357 0.92348385
 0.90055774 0.91281621 0.94487144 0.92892143 0.78835647 0.89190043
 0.95119201 0.92197264 0.94293225 0.95254929]",0.62,0.0,0.04950019069042269,0.06687964462596518,0.6828888888888887,0.014029154142312544,0.03416200481762526,0.0,-1.0064126210457467,51,run,entropy
52,[0. 0. 0. ... 0. 0. 0.],0.9094341534862711,"[0.87331316 0.82630371 0.97453954 0.91177861 0.95091076 0.77025779
 0.95096793 0.86762046 0.91231376 0.91840855 0.87681426 0.94300772
 0.89006956 0.88729056 0.80230385 0.92290336 0.95539242 0.92390897
 0.82683902 0.95659715 0.94273495 0.93232386 0.85800152 0.93054462
 0.93261866 0.96804431 0.94496771 0.91579762 0.95246982 0.95762604
 0.92291568 0.90127681 0.81527647 0.80850958 0.93593521 0.95085751
 0.86570287 0.8118297  0.9926336  0.9096454  0.93442277 0.91342943
 0.90339038 0.97195774 0.8512922  0.94163709 0.83612265 0.9204252
 0.94852905 0.94187431 0.93246095 0.9482924  0.9402638  0.8015637
 0.97529073 0.93054182 0.94016641 0.86192015 0.94526273 0.75537606
 0.88966039 0.94765336 1.0058117  0.76918769 0.89958851 0.93756321
 0.95948043 0.85451916 0.87259538 0.9639263  0.9694651  0.91308653
 0.91574229 0.95960582 0.99559045 0.94268688 0.93996074 0.83959035
 0.91309609 0.86949608 0.92513296 0.91357227 0.94080926 0.84794865
 0.81613647 0.94623341 0.9497402  0.90090161 0.95944801 0.92022655
 0.89375665 0.89900514 0.93895946 0.930531   0.77736843 0.87912052
 0.95091189 0.90526288 0.94595064 0.95862024]",0.62,-0.5,0.04994286076672745,0.06725395922699755,0.6915555555555554,0.014109247189539587,0.03444291510561102,0.004,-1.024078015392828,52,run,entropy
53,[0. 0. 0. ... 0. 0. 0.],0.9033862231379615,"[0.85101324 0.82056877 0.96926938 0.90858671 0.94915318 0.76915878
 0.95472441 0.8521712  0.9001824  0.9156331  0.85723712 0.94018909
 0.89108794 0.867927   0.80999941 0.92299825 0.95287632 0.92256442
 0.82861687 0.95515346 0.93997562 0.93028576 0.86004254 0.93112965
 0.93106131 0.96300325 0.94045808 0.90118804 0.94896261 0.95690394
 0.92161678 0.88453496 0.80803353 0.80369555 0.9344603  0.94993618
 0.845346   0.80882262 0.98789788 0.89372932 0.92307225 0.89661326
 0.89172339 0.97005186 0.83325214 0.94114434 0.81302702 0.91922197
 0.94666447 0.93613677 0.93242756 0.93833619 0.93942993 0.79732794
 0.97231481 0.93081288 0.94099362 0.84020916 0.94552359 0.7544946
 0.86773302 0.9499203  1.00170189 0.76850947 0.89907682 0.93645158
 0.95932442 0.83499903 0.85211258 0.96152937 0.97152721 0.91233651
 0.91520981 0.95307204 0.99499207 0.93807951 0.94011616 0.81920037
 0.89478801 0.85530986 0.92329323 0.9123665  0.94153078 0.8257296
 0.79427193 0.94461053 0.94502211 0.88620955 0.95891016 0.92101779
 0.89607537 0.88605106 0.92708009 0.93528786 0.77567625 0.86429254
 0.94404111 0.88588844 0.94530508 0.95699959]",0.59,0.5,0.050469249369106524,0.06787193713822158,0.6853333333333331,0.0147038339374109,0.03634966647796055,0.0,-1.0413656376451017,53,run,entropy
54,[0. 0. 0. ... 0. 0. 0.],0.8974494792135208,"[0.83255835 0.81668595 0.96954133 0.8979699  0.93700799 0.76465569
 0.95520647 0.83379265 0.88672854 0.91534175 0.85824916 0.94010499
 0.89402741 0.84820723 0.80816302 0.9252575  0.95138281 0.92200583
 0.80692772 0.95558801 0.93725246 0.92598877 0.84127101 0.93216126
 0.93098985 0.96139097 0.93991938 0.88588448 0.94844125 0.95487806
 0.92214552 0.87253238 0.81522588 0.79800187 0.9198467  0.94253671
 0.82455776 0.80965363 0.98754162 0.88973407 0.92264338 0.87633689
 0.89315117 0.96895488 0.81216742 0.9372272  0.80892149 0.91419886
 0.94487727 0.92854353 0.93626601 0.92015711 0.92883598 0.79701347
 0.97107046 0.92851877 0.94248826 0.84313318 0.9463787  0.75450326
 0.83988498 0.95006086 0.99984146 0.76926839 0.88365894 0.9368936
 0.95767726 0.81430953 0.85454942 0.9608343  0.97386024 0.9046248
 0.91471172 0.94576942 0.98936899 0.93774636 0.93993044 0.7995877
 0.87553135 0.83631135 0.91401601 0.91142913 0.93151887 0.80765302
 0.79793249 0.9416794  0.93286937 0.86707843 0.95708374 0.92115251
 0.88850018 0.87172344 0.91309191 0.93446174 0.77458062 0.84605612
 0.94462837 0.86707516 0.9496217  0.95363132]",0.52,-0.5,0.050873620151874334,0.06846631683682257,0.6894444444444442,0.014543204019591966,0.034360000815277625,0.788,-1.0575370531309602,54,run,entropy
55,[0. 0. 0. ... 0. 0. 0.],0.890485156581596,"[0.81499906 0.81360063 0.96473476 0.89792375 0.92013355 0.76425786
 0.95021186 0.81433309 0.87131919 0.91223383 0.83868755 0.93763624
 0.89467679 0.82985292 0.80318469 0.92548968 0.94984902 0.92077374
 0.7847766  0.9531086  0.9368335  0.92410557 0.82230594 0.93110557
 0.93271292 0.95841667 0.93743478 0.8750488  0.94215552 0.95202797
 0.91989752 0.87320568 0.81227378 0.79145328 0.9038084  0.94398907
 0.80669013 0.80555905 0.9840542  0.89018504 0.90913681 0.85370844
 0.89256883 0.97005933 0.79183717 0.93431067 0.8101739  0.90961305
 0.94460836 0.91238032 0.93893176 0.92278744 0.91124154 0.79313484
 0.96737625 0.92830011 0.94351673 0.82241634 0.94294492 0.75295153
 0.81594453 0.9472267  0.99612361 0.76959918 0.86398395 0.93402968
 0.95780828 0.81117417 0.83583592 0.96045775 0.97472581 0.90564571
 0.89635281 0.9447911  0.98487468 0.93765196 0.94032388 0.78525065
 0.85522395 0.82226446 0.90073737 0.90931407 0.92398905 0.80307955
 0.78116088 0.94084072 0.91637942 0.84558179 0.95458031 0.9209573
 0.87302178 0.84733037 0.8968134  0.93514761 0.77213556 0.8333675
 0.93897821 0.84663807 0.94922422 0.96290458]",0.69,0.0,0.05168030341665884,0.06938621518826159,0.706444444444444,0.014795637093418376,0.03528564596956834,0.766,-1.0712961627323125,55,run,entropy
56,[0. 0. 0. ... 0. 0. 0.],0.884208336459527,"[0.79640292 0.81319164 0.96254581 0.88785724 0.92232939 0.76545781
 0.94970822 0.79694346 0.85475992 0.90347909 0.84229148 0.93831282
 0.87714195 0.81008669 0.79873817 0.92618162 0.94471035 0.9206661
 0.77847513 0.95177637 0.93738074 0.92263091 0.80221373 0.93265622
 0.93285638 0.96017182 0.93597219 0.86717365 0.94112227 0.94716503
 0.91648169 0.85699268 0.8199025  0.7874904  0.8875406  0.93334508
 0.78807753 0.80541369 0.9829735  0.89107576 0.91084266 0.82903799
 0.87895283 0.9648685  0.77456693 0.92269499 0.80832279 0.89718825
 0.94598048 0.90123444 0.9436142  0.90694025 0.91247635 0.79371853
 0.96584878 0.92394701 0.94505521 0.80029192 0.94489981 0.7527282
 0.80334154 0.94598001 0.9946556  0.76708425 0.84110553 0.93339395
 0.95414431 0.79245801 0.81652844 0.9607096  0.97499201 0.89461612
 0.89667962 0.9427436  0.98014583 0.93301445 0.93816372 0.78815545
 0.8340856  0.80257776 0.88528165 0.90459695 0.9078482  0.80361572
 0.77431216 0.94149513 0.90135324 0.82692262 0.95276519 0.92092113
 0.85989415 0.84873462 0.90058828 0.93642117 0.77262322 0.81173404
 0.93560258 0.82336977 0.94889023 0.95638556]",0.57,0.0,0.05223416620663495,0.06996729044978882,0.7004444444444444,0.014883718961212813,0.03556874003693994,0.0,-1.086078187869858,56,run,entropy
57,[1. 0. 0. ... 0. 0. 0.],0.8773195943598393,"[0.77804673 0.81141622 0.9622601  0.88822915 0.91834068 0.76458275
 0.95103721 0.78042527 0.83970195 0.89369559 0.82595644 0.93248067
 0.85754065 0.78994566 0.79579798 0.93015699 0.94495327 0.92240086
 0.77965272 0.95274007 0.92843362 0.91904085 0.78038872 0.93100895
 0.9319034  0.96044762 0.93397076 0.84971844 0.93830281 0.94530773
 0.91523667 0.8381186  0.81389926 0.78655694 0.86861028 0.9208634
 0.77110579 0.80130459 0.9827531  0.88205104 0.89918283 0.80977562
 0.86516743 0.96450648 0.76702603 0.91300918 0.80714695 0.88501923
 0.93818945 0.88700829 0.94716086 0.8892445  0.89643169 0.79203946
 0.96479203 0.91776859 0.9384578  0.79658155 0.9392652  0.7530166
 0.80054962 0.94055792 0.99520674 0.76699199 0.81985309 0.92743507
 0.95260904 0.78779383 0.79816828 0.9571305  0.97532079 0.89406643
 0.8781682  0.94327779 0.97591243 0.93443013 0.93904196 0.79163199
 0.8123902  0.78477254 0.88466681 0.90170797 0.89169484 0.80717416
 0.77929955 0.94096194 0.88349987 0.80754659 0.9524508  0.92152282
 0.85794411 0.82917797 0.88749405 0.92930029 0.76665094 0.80547943
 0.92358673 0.80361094 0.93949319 0.95421465]",0.6,0.0,0.05289882521576766,0.0704733285958797,0.7126666666666666,0.013738108435743726,0.0348644191902491,0.004,-1.1013226007285626,57,run,entropy
58,[0. 0. 0. ... 0. 0. 0.],0.8715044330631654,"[0.77910817 0.80884746 0.96096277 0.87467688 0.89933431 0.76311358
 0.95542542 0.76354588 0.82466874 0.88071627 0.8079465  0.92336116
 0.83944024 0.77533787 0.79287651 0.93103642 0.94448052 0.9223192
 0.78617582 0.94348348 0.91949066 0.91214783 0.77303227 0.92918994
 0.92596532 0.96102975 0.93465017 0.83206583 0.93811855 0.942215
 0.91448129 0.82549104 0.81215989 0.78428591 0.84923233 0.90741953
 0.75818331 0.79560958 0.98886537 0.87299897 0.88290727 0.78839117
 0.85200157 0.96572495 0.76386173 0.91109052 0.80277404 0.87335833
 0.93603822 0.87116189 0.93682969 0.88857347 0.898031   0.79262019
 0.96358392 0.90692703 0.93805685 0.80056638 0.9417723  0.75294295
 0.8111764  0.94317504 0.99397386 0.76632483 0.80146886 0.91719298
 0.94544383 0.78804685 0.77838996 0.95462544 0.97475652 0.88097465
 0.8577638  0.94033703 0.97323557 0.93001284 0.94053819 0.78623509
 0.814414   0.77103936 0.86801016 0.89933023 0.89176423 0.80617197
 0.77686545 0.94294162 0.86877716 0.7906296  0.94286941 0.92186266
 0.84137866 0.8122569  0.88825957 0.93106202 0.76858562 0.80476593
 0.9120694  0.8066944  0.93681144 0.94950858]",0.62,0.0,0.0533334744593384,0.07102797706559051,0.7012222222222221,0.014501791885625073,0.03402817033811974,0.015,-1.1180451768906547,58,run,entropy
