,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
25,[3. 2. 1. ... 0. 0. 0.],2.957568820129486,1.5,0.015868349129243137,0.004420540011084313,0.4885471898197243,0.9260162601626017,222.78491431972031,25,run,cosine_sim,10
26,[1. 2. 1. ... 0. 0. 0.],2.5265751825997818,-0.5,0.01650487527012317,0.004394896375194462,0.3215270413573701,0.9237775421232474,227.6326658281632,26,run,cosine_sim,10
27,[0. 0. 0. ... 0. 0. 0.],2.393478865088829,-0.5,0.01710179370326,0.0043633147424588055,0.31272534464475077,0.9231766230705787,230.33322028894986,27,run,cosine_sim,10
28,[0. 0. 0. ... 0. 0. 0.],2.141827094132393,-0.5,0.017627317222823197,0.004346095712126494,0.30689289501590666,0.9225874867444328,215.71734079058763,28,run,cosine_sim,10
29,[1. 1. 2. ... 0. 0. 0.],1.9362628395293728,0.5,0.018208263517691097,0.004370806289489158,0.3100742311770944,0.920289855072464,226.15602487092883,29,run,cosine_sim,10
30,[0. 3. 0. ... 0. 0. 0.],1.8047912772279784,-0.5,0.018775873595987858,0.00434493441788994,0.30434782608695654,0.9236243666784495,204.93972497825027,30,run,cosine_sim,10
31,[2. 2. 0. ... 0. 0. 0.],1.5943846786647324,1.5,0.01937722504577646,0.004299681079322046,0.29597030752916226,0.9260162601626016,210.1765713346584,31,run,cosine_sim,10
32,[2. 1. 1. ... 0. 0. 0.],1.4702947937019508,-1.5,0.019915151456791506,0.0042482705989433074,0.2874867444326617,0.92342406032756,207.3579275695427,32,run,cosine_sim,10
33,[1. 0. 2. ... 1. 0. 0.],1.3010756069662137,0.0,0.02043629369296375,0.0042721388318022755,0.28610816542948037,0.921691999528691,219.96254535715897,33,run,cosine_sim,10
34,[4. 1. 0. ... 0. 0. 0.],1.2043422812127342,0.5,0.021015733491478502,0.004303261672078058,0.2815482502651113,0.9236361494049725,225.98435017965045,34,run,cosine_sim,10
35,[1. 0. 4. ... 0. 0. 0.],1.0351140605260585,0.0,0.021532083113534665,0.0043018982538446235,0.2698833510074231,0.9197242841993639,197.41390833458044,35,run,cosine_sim,10
36,[0. 1. 0. ... 1. 0. 0.],0.9774125803407029,-0.5,0.022029047080164024,0.004356736911946346,0.2590668080593849,0.9192411924119241,195.33993626662203,36,run,cosine_sim,10
37,[1. 1. 2. ... 0. 0. 0.],0.8463090215117612,0.0,0.022568317789515666,0.0044578027787826905,0.27783669141039236,0.9212796041003888,209.97600615761925,37,run,cosine_sim,10
38,[2. 1. 1. ... 0. 0. 0.],0.7670352107683023,0.0,0.02306671016118711,0.0044975289447816555,0.2743372216330859,0.9242370684576412,194.38649967337082,38,run,cosine_sim,10
39,[0. 0. 2. ... 0. 0. 0.],0.6602077056387516,0.0,0.023585859372968917,0.004735548616133803,0.26617179215270415,0.9223518322139743,226.1380050004363,39,run,cosine_sim,10
40,[2. 1. 3. ... 0. 0. 0.],0.5735002911326137,1.0,0.02409242557280344,0.005258208390621203,0.25779427359490986,0.9239307175680453,203.0829672140567,40,run,cosine_sim,10
41,[0. 1. 6. ... 0. 0. 0.],0.49555056902406025,2.5,0.024613851942234657,0.00643861699800202,0.2549310710498409,0.926098739248262,215.20781051437265,41,run,cosine_sim,10
42,[1. 0. 2. ... 0. 0. 0.],0.4337496125110472,-1.5,0.025148290694729212,0.008488877392971985,0.25440084835630966,0.9241428066454578,191.23187384462,42,run,cosine_sim,10
43,[0. 2. 6. ... 0. 0. 0.],0.36736757534216713,3.0,0.025680315143151482,0.015082043571666095,0.24167550371155885,0.9219747849652411,176.15761700723266,43,run,cosine_sim,10
44,[1. 1. 3. ... 0. 0. 0.],0.29131947160308475,6.5,0.026310379113892262,0.028558813897798355,0.21951219512195122,0.924543419347237,176.952747658058,44,run,cosine_sim,10
45,[1. 1. 7. ... 0. 0. 0.],0.22279420810739609,4.5,0.027147921969066246,0.06496983704871671,0.21166489925768822,0.9221633085896078,173.2904522394132,45,run,cosine_sim,10
46,[0. 0. 8. ... 0. 0. 0.],0.16645268759463794,13.5,0.028351773312452477,0.12854879533968167,0.20159066808059384,0.9237893248497704,185.5478969789264,46,run,cosine_sim,10
47,[0. 0. 5. ... 0. 0. 0.],0.12244911841308265,3.5,0.030137729327435758,0.19985057196212969,0.19257688229056202,0.9246258984328974,181.49216331071426,47,run,cosine_sim,10
48,[ 0.  1. 10. ...  0.  0.  0.],0.09738153683113634,8.0,0.032687748233809905,0.2615406445620031,0.1855779427359491,0.9270177919170498,208.0173491775273,48,run,cosine_sim,10
49,[0. 0. 7. ... 0. 0. 0.],0.1032204341976491,-3.5,0.03581781817059379,0.27103538105536423,0.1872746553552492,0.9341463414634147,295.727149366419,49,run,cosine_sim,10
50,[0. 3. 7. ... 0. 0. 0.],0.13904735189439818,-7.5,0.03876958884967179,0.2209734415864666,0.20063626723223754,0.9439967008365736,356.82019045504956,50,run,cosine_sim,10
