,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
11,[2. 1. 0. ... 0. 0. 0.],73.39549832114356,0.5,0.007597373054096961,0.0045218163189815,0.5613997879109226,0.9251796865794746,271.83556455754945,11,run,cosine_sim,10
12,[1. 0. 1. ... 0. 0. 0.],98.54948889525954,0.5,0.008193730980559281,0.004581207118964855,0.5584305408271474,0.9256392129138683,267.98177160896273,12,run,cosine_sim,10
13,[2. 0. 1. ... 0. 0. 0.],89.31073325337726,0.0,0.008774848632632367,0.004751255101341213,0.5167550371155886,0.923412277601037,260.0487892808792,13,run,cosine_sim,10
14,[2. 1. 1. ... 0. 0. 1.],104.75623556677641,-0.5,0.00934367202706076,0.00461273459407455,0.5042417815482503,0.9234358430540828,259.3627765756163,14,run,cosine_sim,10
15,[3. 0. 0. ... 0. 0. 0.],88.71300267448969,-0.5,0.009973186199713718,0.004853995019079866,0.5062566277836691,0.9268057028396371,263.95353993737075,15,run,cosine_sim,10
16,[0. 2. 1. ... 1. 0. 0.],93.91529612112015,0.5,0.01057584747595204,0.004737398485900373,0.5172852598091199,0.922563921291387,257.51562494879863,16,run,cosine_sim,10
17,[1. 1. 1. ... 0. 0. 0.],86.43362583719167,0.0,0.01118648413191001,0.004865497518572488,0.5185577942735949,0.9290326381524685,251.92965238807474,17,run,cosine_sim,10
18,[1. 0. 0. ... 0. 0. 0.],82.86840341549306,0.0,0.011796466469485681,0.004737133887213566,0.5120890774125133,0.9233769294214682,240.88487692076615,18,run,cosine_sim,10
19,[1. 2. 1. ... 0. 0. 0.],82.19806233996432,0.0,0.012432499854344832,0.004788024841223314,0.5265111346765642,0.924413809355485,249.49719881215145,19,run,cosine_sim,10
20,[1. 0. 0. ... 0. 0. 0.],73.77119250925229,0.5,0.01303338835897409,0.004708140795578474,0.512831389183457,0.9223636149404973,249.54463905884833,20,run,cosine_sim,10
21,[1. 0. 1. ... 0. 0. 0.],76.01550645061695,0.5,0.013689383936836103,0.004859680022444419,0.5090137857900318,0.9226464003770474,239.64571168390813,21,run,cosine_sim,10
22,[1. 2. 2. ... 0. 0. 0.],66.91948131021358,-1.0,0.014293502742106874,0.004726236599190984,0.3282078472958643,0.9232119712501475,228.17655433808764,22,run,cosine_sim,10
23,[1. 1. 0. ... 0. 0. 0.],70.04745616386423,1.5,0.01490190495192228,0.004782708303135338,0.32916224814422057,0.9239896312006599,231.7256196294077,23,run,cosine_sim,10
24,[2. 0. 0. ... 0. 0. 0.],61.31236670467954,-1.0,0.015522566721513384,0.004797126997365575,0.31134676564156943,0.9215977377165077,221.17686149555672,24,run,cosine_sim,10
25,[3. 1. 1. ... 0. 0. 0.],63.409388895465106,-1.0,0.01610505363293131,0.004803920297861282,0.3176033934252386,0.9236714975845413,222.87824916514825,25,run,cosine_sim,10
26,[1. 2. 1. ... 0. 0. 0.],57.65848783541366,1.5,0.016718424397089936,0.00479833200454308,0.3099681866383881,0.9208789913986097,214.05783497797034,26,run,cosine_sim,10
27,[0. 0. 2. ... 0. 0. 0.],57.85980622350252,-0.5,0.017304336841139672,0.004858046202921408,0.32343584305408274,0.9242606339106869,215.52524268230368,27,run,cosine_sim,10
28,[2. 0. 0. ... 0. 0. 0.],53.67044723084319,-1.0,0.017904367028464353,0.004811582054573224,0.3212089077412513,0.9220572640509015,222.8368567730233,28,run,cosine_sim,10
29,[2. 0. 1. ... 1. 0. 0.],53.43769479963894,0.5,0.018536872376782774,0.004781234442028973,0.3214209968186638,0.9196182396606575,217.15451912105218,29,run,cosine_sim,10
30,[0. 0. 1. ... 3. 0. 0.],50.3983213510162,-0.5,0.019145563019767043,0.004853318048755426,0.31336161187698836,0.9202427241663722,202.23221537240158,30,run,cosine_sim,10
31,[1. 0. 0. ... 0. 0. 0.],48.998137070423624,0.0,0.01972554013987794,0.004849013484592445,0.3022269353128314,0.9201720278072347,204.8783327459308,31,run,cosine_sim,10
32,[0. 1. 0. ... 0. 0. 0.],47.326801729843325,1.0,0.02034515498469479,0.004875348597313672,0.3016967126193001,0.9216566513491223,216.28294778292107,32,run,cosine_sim,10
33,[0. 0. 0. ... 0. 0. 0.],45.60004688748072,0.0,0.02098959242990212,0.004901975000694513,0.29597030752916226,0.9173677388947803,204.82367561959268,33,run,cosine_sim,10
34,[2. 0. 2. ... 0. 0. 0.],44.28688911741459,-1.0,0.021601986163370376,0.004871184069297795,0.284305408271474,0.9225992694709556,203.47494184321587,34,run,cosine_sim,10
35,[1. 0. 0. ... 1. 0. 0.],42.67967208282711,0.5,0.02219070034026606,0.004882358334893139,0.29353128313891835,0.9172499116295513,203.83842112862146,35,run,cosine_sim,10
36,[1. 0. 0. ... 0. 0. 0.],41.24478071503304,0.0,0.022790185363168385,0.004881598580769017,0.2968186638388123,0.9161423353363971,200.46734864207835,36,run,cosine_sim,10
37,[0. 0. 2. ... 0. 0. 0.],39.943430431905504,0.0,0.023363619111559885,0.004818944396981673,0.2955461293743372,0.9186756215388241,200.31195954646535,37,run,cosine_sim,10
38,[2. 0. 1. ... 0. 0. 0.],38.862983893113245,-0.5,0.02397715357877897,0.004905048059127296,0.27879109225874865,0.9182278779309534,190.9871783723549,38,run,cosine_sim,10
39,[2. 1. 0. ... 1. 0. 0.],37.3251371091539,0.5,0.024583255408387066,0.004929842967650381,0.291728525980912,0.9198303287380701,188.14549319677675,39,run,cosine_sim,10
40,[3. 0. 0. ... 0. 0. 0.],36.56429760046753,0.0,0.025212627985759222,0.0048682761916241865,0.2865323435843054,0.9192176269588784,207.47187879992015,40,run,cosine_sim,10
41,[0. 2. 0. ... 0. 0. 0.],35.08604968189752,1.5,0.025830337788967886,0.004970795417037051,0.2874867444326617,0.9175680452456699,192.57363437123,41,run,cosine_sim,10
42,[1. 1. 0. ... 0. 0. 0.],34.11870203573565,-1.5,0.026419506754629552,0.004865465797677286,0.2891834570519618,0.9141510545540238,188.80350287550493,42,run,cosine_sim,10
43,[2. 0. 1. ... 0. 0. 0.],33.15195368033412,0.0,0.027049730803435996,0.0048615028133980045,0.28939554612937435,0.9182750088370449,178.92804517182668,43,run,cosine_sim,10
44,[3. 1. 0. ... 1. 0. 0.],31.911820181735497,0.5,0.02763719778721007,0.004815508482454982,0.2953340402969247,0.9182278779309533,184.9105567081496,44,run,cosine_sim,10
45,[1. 0. 0. ... 2. 0. 0.],30.75689246398133,1.0,0.02826603910751892,0.0048769410249368565,0.2891834570519618,0.9178626134087429,182.23280372534015,45,run,cosine_sim,10
46,[1. 1. 1. ... 0. 1. 0.],30.243840623054208,-2.5,0.028840623133916905,0.004816001123431096,0.26436903499469777,0.9175562625191471,188.49349340040263,46,run,cosine_sim,10
47,[0. 2. 0. ... 0. 0. 0.],29.1811674390818,0.5,0.029403914211878546,0.0048086828808037805,0.2500530222693531,0.9160009426181219,177.7163827278192,47,run,cosine_sim,10
48,[1. 0. 0. ... 0. 0. 0.],28.494713759667096,0.0,0.029999289206840224,0.0048473955255170145,0.25683987274655357,0.9195593260280429,185.74370980287867,48,run,cosine_sim,10
49,[0. 0. 1. ... 0. 0. 0.],27.4561547311532,0.0,0.03057419407500354,0.004909976403089223,0.24644750795334042,0.9144102745375281,176.11770505604377,49,run,cosine_sim,10
50,[0. 2. 0. ... 0. 0. 0.],27.068107155620908,1.0,0.031185213876599508,0.004913239786893222,0.2378579003181336,0.914292447272299,180.0478461361885,50,run,cosine_sim,10
51,[2. 1. 0. ... 0. 0. 0.],26.061803386993656,-1.5,0.03171131853432957,0.0048399473045874115,0.2413573700954401,0.9169553434664782,177.04447292510216,51,run,cosine_sim,10
52,[1. 0. 1. ... 2. 0. 0.],25.5576718774967,1.0,0.03233583676657996,0.004857325132815834,0.23700954400848356,0.9151054554023802,177.6411623691515,52,run,cosine_sim,10
53,[2. 0. 0. ... 0. 0. 0.],24.5346388542579,-0.5,0.03290680162202404,0.00486245772839566,0.2374337221633086,0.9158006362672324,165.49373551898012,53,run,cosine_sim,10
54,[0. 0. 0. ... 0. 0. 0.],23.925294804384222,0.5,0.033505724780707985,0.004778215541222157,0.23287380699893956,0.9172381289030282,169.2931332381664,54,run,cosine_sim,10
55,[0. 0. 1. ... 0. 0. 0.],23.210043492848037,0.0,0.03411533980947703,0.0048427404841460695,0.2301166489925769,0.9187581006244847,165.25587750736256,55,run,cosine_sim,10
56,[2. 0. 1. ... 0. 0. 0.],22.745541403564847,-0.5,0.034678912617339214,0.004816186226459803,0.2288441145281018,0.9172381289030284,177.99912224786894,56,run,cosine_sim,10
57,[0. 1. 0. ... 0. 0. 0.],21.953002853157063,0.0,0.0352415902992155,0.004848025301338839,0.223966065747614,0.913715093672676,155.081411342045,57,run,cosine_sim,10
58,[1. 4. 0. ... 0. 0. 0.],21.512851406768718,0.0,0.03579499563473583,0.0048148647803864944,0.22651113467656417,0.9159655944385532,175.55350601620393,58,run,cosine_sim,10
59,[0. 2. 2. ... 0. 0. 0.],20.9413174872758,-0.5,0.03630566524130498,0.00479472201193297,0.2110286320254507,0.9172970425356428,161.80014158071805,59,run,cosine_sim,10
60,[3. 1. 1. ... 0. 0. 0.],20.533105290483924,0.5,0.03686907850153049,0.004828900889673376,0.20402969247083774,0.9142217509131614,164.32145769447388,60,run,cosine_sim,10
61,[1. 1. 0. ... 0. 0. 0.],19.85534188555205,0.5,0.03744328485310406,0.0047115722614430155,0.2093319194061506,0.9164958171320845,174.1761814907375,61,run,cosine_sim,10
62,[0. 1. 0. ... 0. 0. 0.],19.416340763269346,-0.5,0.03799608437179011,0.004785842288897318,0.2104984093319194,0.914575232708849,173.00963727711903,62,run,cosine_sim,10
63,[0. 0. 1. ... 0. 0. 0.],18.694064579337525,-0.5,0.03854131186317778,0.004750262469425503,0.20901378579003183,0.9120065983268529,151.56733066180112,63,run,cosine_sim,10
64,[0. 2. 0. ... 0. 0. 0.],18.397800367642972,0.0,0.0390971125886456,0.004761718354675779,0.19883351007423117,0.9165429480381763,165.79730364512255,64,run,cosine_sim,10
65,[3. 1. 1. ... 0. 0. 0.],17.92654882467143,0.0,0.03966966053705589,0.004762290104469812,0.20402969247083774,0.9146223636149406,156.68630115981807,65,run,cosine_sim,10
66,[0. 2. 0. ... 0. 0. 0.],17.66253937921742,0.5,0.040232757857165215,0.004778352289227693,0.20646871686108165,0.9121362083186051,164.86838495884916,66,run,cosine_sim,10
67,[1. 0. 1. ... 1. 0. 0.],16.8478259946864,0.0,0.04083711843873657,0.00481471004431233,0.20742311770943797,0.9166843407564511,161.33728341882636,67,run,cosine_sim,10
68,[2. 1. 2. ... 0. 0. 0.],16.77575228366619,0.0,0.041408198178175384,0.004770865577699651,0.2039236479321315,0.9141746200070698,155.2125640431211,68,run,cosine_sim,10
69,[0. 1. 0. ... 0. 0. 0.],16.192414624143982,0.0,0.04194551700835214,0.004786374000732146,0.19490986214209968,0.9141039236479321,159.0311318132534,69,run,cosine_sim,10
70,[0. 2. 2. ... 1. 0. 0.],16.068707046676252,0.0,0.04250342760812997,0.004765979012477726,0.1885471898197243,0.915423589018499,140.38884434959593,70,run,cosine_sim,10
71,[0. 2. 0. ... 0. 0. 0.],15.259795903380653,1.0,0.04304067297154986,0.00482468355797218,0.1816542948038176,0.9122540355838342,155.08315844398388,71,run,cosine_sim,10
72,[0. 2. 0. ... 0. 0. 0.],15.121064730552956,-1.5,0.043591263330838105,0.004773627616623374,0.17688229056203605,0.9120655119594674,144.60250910753186,72,run,cosine_sim,10
73,[1. 2. 1. ... 0. 0. 1.],14.552963960687835,0.5,0.0441200207789097,0.004793695338080935,0.1863202545068929,0.9130081300813009,148.64109883940603,73,run,cosine_sim,10
74,[0. 1. 0. ... 0. 0. 0.],14.380448805917066,2.0,0.0446941643766597,0.004766893502676013,0.18759278897136797,0.9143513609049134,154.15506598983393,74,run,cosine_sim,10
75,[3. 2. 1. ... 1. 0. 0.],13.787799271730306,-1.5,0.04521373502950299,0.004702698147590057,0.1863202545068929,0.9138329209379051,152.29849298902565,75,run,cosine_sim,10
76,[1. 0. 2. ... 1. 0. 0.],13.66033845992015,-1.0,0.045740552326387095,0.004686104250997345,0.1872746553552492,0.9164133380464241,139.80522039143295,76,run,cosine_sim,10
77,[0. 0. 1. ... 0. 0. 0.],13.132030234154797,0.5,0.04632413612153352,0.0047092148573532324,0.17444326617179215,0.9123247319429718,142.22634158351798,77,run,cosine_sim,10
78,[0. 0. 0. ... 0. 0. 1.],12.964429582130201,0.0,0.046833384137177324,0.004759500213052728,0.17497348886532343,0.9110639802050196,132.60602395088304,78,run,cosine_sim,10
79,[1. 0. 0. ... 1. 0. 0.],12.514330548415915,0.0,0.047343770013272224,0.004799176089827603,0.18133616118769882,0.9110404147519738,140.93165219361921,79,run,cosine_sim,10
80,[2. 1. 0. ... 0. 0. 0.],12.411865385342443,0.0,0.047865458362305914,0.004769393263954036,0.1848356309650053,0.9128903028160718,143.5917696499274,80,run,cosine_sim,10
81,[0. 0. 3. ... 0. 0. 0.],12.013684338697553,-0.5,0.04841122671436311,0.00474466160380126,0.18366914103923648,0.909697183928361,141.53480775866524,81,run,cosine_sim,10
82,[0. 1. 0. ... 1. 0. 0.],11.818489593378573,0.5,0.04890603661775713,0.0047216076695325284,0.18451749734888653,0.9128078237304112,137.190967150646,82,run,cosine_sim,10
83,[1. 2. 0. ... 0. 0. 0.],11.393954710711668,0.5,0.0494007090258014,0.004722665290599403,0.17306468716861081,0.9109108047602217,147.54413633869132,83,run,cosine_sim,10
84,[1. 0. 0. ... 0. 0. 0.],11.205808910745057,-0.5,0.04997134019340983,0.004702500859095497,0.17380699893955462,0.9137386591257219,148.45227152715913,84,run,cosine_sim,10
85,[2. 0. 0. ... 0. 0. 0.],10.881315417767304,-0.5,0.05051415840540264,0.00467361240773056,0.17518557794273595,0.9141274891009781,130.49739031731377,85,run,cosine_sim,10
86,[0. 1. 3. ... 0. 0. 0.],10.736586155589375,1.0,0.05105251142475444,0.004701312486045972,0.17751855779427358,0.9121833392246969,145.60525680358492,86,run,cosine_sim,10
87,[1. 0. 2. ... 0. 0. 0.],10.400049775864602,-0.5,0.05159207556093756,0.004725548023660978,0.1704135737009544,0.911441027453753,136.56105393099187,87,run,cosine_sim,10
88,[3. 0. 0. ... 0. 0. 0.],10.244226132617326,0.0,0.05209904516792525,0.004774508838565698,0.1743372216330859,0.9094026157652882,142.8283450351472,88,run,cosine_sim,10
89,[1. 1. 0. ... 0. 0. 0.],9.903402088836431,0.0,0.052588773951522665,0.004724673764841975,0.17179215270413573,0.9096618357487924,132.4650856195765,89,run,cosine_sim,10
90,[0. 1. 1. ... 1. 0. 0.],9.807691159397573,0.0,0.05311935005704719,0.004697980244688978,0.1565217391304348,0.9099446211853426,138.76441280478903,90,run,cosine_sim,10
91,[0. 0. 0. ... 0. 0. 0.],9.445165950505602,0.0,0.05364484885766115,0.004692488661417106,0.15843054082714741,0.9102274066218923,136.63910629992142,91,run,cosine_sim,10
92,[2. 3. 2. ... 0. 0. 0.],9.314140921557373,-1.0,0.05414495083353759,0.0046651119814966925,0.15949098621420996,0.9099564039118654,134.02284799228136,92,run,cosine_sim,10
93,[0. 3. 0. ... 0. 0. 0.],8.986397376935589,0.5,0.054616703042942215,0.004690667417824257,0.15429480381760338,0.9064098032284672,128.64177780825503,93,run,cosine_sim,10
94,[0. 0. 0. ... 1. 0. 1.],8.807998151718476,0.0,0.055149888455982427,0.004703300844598905,0.15047720042417814,0.9073052904442088,144.66948668786708,94,run,cosine_sim,10
95,[0. 0. 1. ... 0. 0. 0.],8.582590557523252,0.5,0.05562192124136081,0.0047026579162107755,0.15365853658536585,0.9065394132202192,140.87397886571728,95,run,cosine_sim,10
96,[2. 2. 0. ... 0. 0. 0.],8.482240264043853,0.5,0.05610580571436152,0.004624704976771416,0.16044538706256628,0.9103687993401675,126.59801152432047,96,run,cosine_sim,10
97,[0. 1. 0. ... 0. 0. 1.],8.21795292819948,-1.0,0.05660900958643687,0.004678501293993593,0.1610816542948038,0.9120655119594675,131.28685148031133,97,run,cosine_sim,10
98,[0. 1. 0. ... 0. 0. 0.],8.056787010316732,0.5,0.05712240860396024,0.004703063904985338,0.1545068928950159,0.9080240367621069,126.11254049282324,98,run,cosine_sim,10
99,[0. 0. 1. ... 0. 0. 0.],7.817201937381344,0.0,0.05763436999028547,0.00463056251085868,0.15758218451749734,0.9112171556498174,124.56019643069412,99,run,cosine_sim,10
100,[2. 0. 1. ... 0. 0. 0.],7.621090488105424,0.5,0.05814971394699446,0.0046493791911566594,0.15047720042417814,0.9113349829150467,126.82910178948056,100,run,cosine_sim,10
101,[0. 2. 1. ... 0. 0. 0.],7.423012663756983,-0.5,0.05863856004127415,0.004609700219660313,0.15079533404029694,0.9092612230470132,128.90266108828249,101,run,cosine_sim,10
102,[0. 2. 0. ... 1. 0. 0.],7.281457588102139,-0.5,0.059124182016939,0.0046513017868780775,0.15227995758218452,0.9088959585248028,129.5990167740377,102,run,cosine_sim,10
103,[0. 1. 2. ... 1. 0. 0.],7.086852833311532,0.0,0.05962855795708114,0.0046526634643306725,0.14602332979851537,0.9069871568280902,144.4362137905761,103,run,cosine_sim,10
104,[1. 1. 0. ... 0. 0. 0.],6.872989057221878,0.0,0.060142215204983494,0.004670766037646413,0.1378579003181336,0.9094143984918112,133.33048528486643,104,run,cosine_sim,10
105,[0. 3. 1. ... 0. 0. 0.],6.657974852568029,0.0,0.06064749822241116,0.004620188230766752,0.083881230116649,0.9107694120419466,135.096660323218,105,run,cosine_sim,10
106,[2. 3. 1. ... 0. 0. 0.],6.535099640445378,0.0,0.06113142588887102,0.0046616325474491405,0.08791092258748674,0.9078001649581714,136.02926175419572,106,run,cosine_sim,10
107,[1. 0. 1. ... 0. 0. 0.],6.397549754350393,1.0,0.0616316629836108,0.004601315071801686,0.09024390243902439,0.9083539531047485,136.28168174416857,107,run,cosine_sim,10
108,[2. 4. 0. ... 1. 0. 0.],6.322127774691427,-1.0,0.062093276467818724,0.004602828390606959,0.13764581124072112,0.9049133969600567,129.6343740182331,108,run,cosine_sim,10
109,[0. 1. 1. ... 0. 0. 0.],6.135352811137157,0.0,0.06255739072987768,0.004606526582779332,0.13064687168610817,0.9070814186402735,130.6712176665917,109,run,cosine_sim,10
110,[0. 1. 1. ... 0. 0. 0.],6.0146036810758305,0.0,0.06304688836748648,0.004630597326475364,0.13944856839872746,0.9101802757158007,119.34235801260434,110,run,cosine_sim,10
