0,1,2,3,4,5,6,7,8,9,10,clusterID
0.0351226880773755,2.136221431942152,2.120102810034991,1.890821195582507,1.8728525079724208,1.857431778602107,1.8446187622513828,1.8272071012780284,1.8221869477057182,1.80216803484961,1.7825022359086407,9
0.08176822920068769,2.7363046587114734,2.54663936341214,2.3361030363280686,2.312821268124586,2.092354573888573,1.8856098292111647,1.8692236845363495,1.8498732585187811,1.826415164647845,1.8124946055859408,18
0.16119422766329372,1.9775580583103827,1.9784713594962813,1.9518689971374399,1.9239557689846483,1.9018801743347291,1.8785026442602815,1.8672535195160413,1.8517284413398691,1.8398370523692573,1.8197525920761215,2
0.21496989739590391,1.8692965949042661,1.8713373186255289,1.8727026715557755,1.851186214912544,1.8301529392170133,1.8055175006933015,1.7880014574881702,1.7629954439169704,1.7441075501718384,1.7275259314569227,7
0.018581896483543768,1.9291912485555023,1.915779365721339,1.9058536122097294,1.6849569739007364,1.6670360104476036,1.6627908412180004,1.6436488838589045,1.621666685958033,1.6038165443577659,1.58956835403219,9
0.11124554399939718,2.541422658974308,2.3367036490925,2.3232366661024684,2.127585138851658,1.950012802530228,1.925297920095065,1.9086084500455616,1.8971180207024243,1.8851870271671547,1.8727623815098309,23
0.05493358504104097,1.9923280007474038,1.9802520019936785,1.771477618110536,1.7707211011479065,1.7594415858898966,1.580329964139256,1.560542097087612,1.5446109273980835,1.5264054102870197,1.51814281632987,21
0.09718496121290346,1.9211418888000429,1.906217409266981,1.8843519409338656,1.858762917065942,1.6536123664901807,1.6392664092080553,1.62384211923245,1.6030366109392788,1.5922088487040846,1.5848936807805192,0
0.1021321455976441,2.4508085935004185,2.246417623632145,2.0275860269224744,1.8088749114526672,1.7933508428407903,1.5940866542660819,1.5773285314879708,1.5692859718311405,1.5590536743972792,1.5433221734486566,7
0.08135300059549877,2.213961317778482,2.2033454977053837,2.014340275899058,1.822030602892234,1.793477843657873,1.7743714090487979,1.758388697942413,1.743518821461306,1.735383884989485,1.7149916025418688,8
0.027643817107767442,1.946838149314057,1.924429890243233,1.9239242771166327,1.9055585363128664,1.8891156975106798,1.884536714897084,1.8669678477530316,1.8442462977932743,1.8263126784222177,1.80948413738818,10
